focus_r,base_modulus,base_residue,sample_n,d,a,b,x,y,z,verified,rule_modulus,rule_prime_factors,sample_satisfies_visible_conditions,source,why_not_closed_earlier
841,549783714480,534540126961,534540126961,31,2,122,133635031748,142866573674026371515656,2342074978262727401896,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,444505981920,122075314201,122075314201,59,114,122,30518828565,130722652144520314090,122150674954715703330,True,13908,2;3;19;61,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,444505981920,271091621641,271091621641,11,3,41,67772905413,24496889108976369123644,1792455300656807496852,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,444505981920,409936167481,409936167481,11,1,43,102484041873,168047661413519779727652,3908085149151622784364,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,725246602080,88000032961,88000032961,95,26,354,22000008264,297846377288349598416,21875722625697993104,True,9204,2;3;13;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,725246602080,194294941681,194294941681,99,2,394,48573735445,18875262191029195166090,95813513660046675970,True,788,2;197,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,725246602080,306692907361,306692907361,95,52,328,76673226864,1808856527974591426608,286769937361825470072,True,4264,2;13;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,725246602080,419090873041,419090873041,31,2,122,104772718268,87818579939629698825976,1439648851469339325016,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,725246602080,531488838721,531488838721,59,9,227,132872209695,31386709524039443377820,1244406985534603481940,True,8172,2;3;227,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,725246602080,642361040161,642361040161,39,4,152,160590260050,103156926485443483868050,2714655960143249575475,True,152,2;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,994289696400,46804518601,46804518601,55,92,128,11701129664,23811553957017429568,17114554406606277502,True,2944,2;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,994289696400,233964932041,233964932041,55,92,128,58491233024,594995537367584996608,427653042482951716312,True,2944,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,994289696400,415530876601,415530876601,67,62,206,103882719167,2784934023171549323314,838184026391437174978,True,12772,2;31;103,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,994289696400,602691290041,602691290041,119,48,428,150672822540,7567433149229271860345,848684091502348246020,True,5136,2;3;107,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,994289696400,787308763081,787308763081,119,64,412,196827190800,9685235758090998928425,1504502642033553231600,True,6592,2;103,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,994289696400,985149526201,985149526201,251,6,998,246287381613,161753264870221219428142,972464518257843002574,True,5988,2;3;499,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,183600296880,78337099681,78337099681,35,6,134,19584274929,1022783531528788131766,45796277531139767094,True,804,2;3;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,183600296880,161236956721,161236956721,63,16,236,40309239196,1624834763925472209079,110158289079693031124,True,944,2;59,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,371777886480,37141585321,37141585321,503,84,1928,9285396456,16422587843325477256,715506939232022868,True,40488,2;3;7;241,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,139876377481,139876377481,15,1,59,34969094374,19565400979305349567576,331616965750938128264,True,236,2;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,242102581561,242102581561,23,16,76,60525645396,3663353750254313535789,771232368474592323324,True,304,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,345345961801,345345961801,19,5,71,86336490455,23852766667763864887564,1679772300546751048420,True,1420,2;5;71,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,64605581881,64605581881,95,26,354,16151395494,160533892935389452956,11790624904859112364,True,9204,2;3;13;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,150556967401,150556967401,71,48,236,37639241868,472237509243235862089,96048306964725938052,True,2832,2;3;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,237016941001,237016941001,11,1,43,59254235253,56177030324078701233012,1306442565676248865884,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,322459738441,322459738441,47,2,186,80614934622,51990141465296870408604,559033779196740542028,True,372,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,407902535881,407902535881,39,1,155,101975633980,166384478794058691345520,1073448250284249621584,True,620,2;5;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,492836745241,492836745241,143,41,531,123209186346,5924098964151658310184,457416304200033880824,True,87084,2;3;41;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,52908176161,52908176161,11,3,41,13227044043,933091701755132878564,68275002567448747212,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,198857939280,59519941321,59519941321,63,8,244,14879985346,442827927325629941033,14518948436905899706,True,488,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,795431757120,791378188441,791378188441,167,32,636,197844547152,19571232414759970733754,984716096340124313648,True,5088,2;3;53,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,132372240,11772721,11772721,7,11,17,2943182,12599731104808,8152767185464,True,748,2;11;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,132372240,33154081,33154081,47,2,186,8288532,549597322598184,5909648630088,True,372,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,132372240,53574481,53574481,39,8,148,13393630,358778387978015,19393426377190,True,296,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,132372240,74235121,74235121,39,10,146,18558790,551085608505436,37745589623660,True,1460,2;5;73,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,132372240,95015881,95015881,35,6,134,23753979,1504670161293666,67373290804194,True,804,2;3;67,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,132372240,115196041,115196041,19,35,41,28799015,379146572879956,323661708556060,True,5740,2;5;7;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,209280511440,6618612961,6618612961,71,8,276,1654653258,5475754749679838469,158717528976227202,True,552,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,209280511440,37858461601,37858461601,47,47,141,9464615412,30494959927100833584,10164986642366944528,True,564,2;3;47,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,209280511440,70289660401,70289660401,11,3,41,17572415103,1646878786687031248404,120503325855148627932,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,209280511440,103250348161,103250348161,23,6,86,25812587046,1776772399623745681604,123960865090028768484,True,516,2;3;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,209280511440,136343408161,136343408161,19,35,41,34085852045,531129284329930461628,453403047598721125780,True,5740,2;5;7;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,209280511440,168642234721,168642234721,27,2,106,42160558687,14220101668123099142654,268303805058926398918,True,212,2;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,209280511440,202000039201,202000039201,39,8,148,50500009810,5100501980635442280905,275702809764077961130,True,296,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,200279199120,2250569281,2250569281,35,3,137,562642329,1688354055783593932,36971256695991108,True,1644,2;3;137,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
961,200279199120,76908512641,76908512641,23,38,54,19227128166,155655771537361910148,109535542933699121956,True,2052,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,200279199120,140976676801,140976676801,11,3,41,35244169203,6624807801134785012804,484742034229374513132,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,225297552480,1986305281,1986305281,35,6,134,496576329,657568123141528966,29443348797381894,True,804,2;3;67,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,225297552480,29916847921,29916847921,7,11,17,7479211982,81365253612514541608,52648105278685879864,True,748,2;11;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,225297552480,55464690241,55464690241,39,20,136,13866172570,153816593284660177874,22620087247744143805,True,680,2;5;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,225297552480,82071510481,82071510481,23,24,68,20517877626,280655534771689066351,99054894625302023418,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,225297552480,108810702961,108810702961,35,3,137,27202675749,3946589694225116257052,86421672136316414388,True,1644,2;3;137,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
961,225297552480,136873617841,136873617841,159,16,620,34218404500,1170899205165438671125,30216753681688739900,True,2480,2;5;31,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
961,225297552480,163083321361,163083321361,23,24,68,40770830346,1108173737911921470151,391120142792442871818,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,225297552480,189557769361,189557769361,35,3,137,47389442349,11977382643917530758652,262278452056588264788,True,1644,2;3;137,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
961,225297552480,215767472881,215767472881,23,9,83,53941868226,5172844706490635812936,560910871788141232728,True,2988,2;3;83,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,675892657440,127210444321,127210444321,7,11,17,31802611082,1471136104112428569208,951911596778630250664,True,748,2;11;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,155272637520,22371990601,22371990601,27,26,82,5592997657,19250229386741387978,6103731268966781554,True,2132,2;13;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,155272637520,76776981241,76776981241,71,48,236,19194245328,122806351123583991004,24977562940389964272,True,2832,2;3;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,155272637520,131579088601,131579088601,311,167,1077,32894772228,103670997592759908336,16075261465172613456,True,719436,2;3;167;359,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
961,621090550080,296514899641,296514899641,75,2,298,74128724929,43960542865675459700978,295037200440774897322,True,596,2;149,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
961,620428688880,22239738481,22239738481,15,23,37,5559934624,21504607305950794112,13367728865861304448,True,3404,2;23;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
